relative_path,physical_class,canonical_class,class_id,split,sha256,perceptual_hash,subject_id
dataset/test/glioma/Te-glTr_0000.jpg,glioma,glioma,0,train,b513a83f68e486f45159b004d356782e782840145321511f99dd38399251b6d7,4f17172b2723074d,
dataset/test/glioma/Te-glTr_0002.jpg,glioma,glioma,0,train,6fd1918b39e7a7f92fa5652d7802583f3251fed50a23ec691b099fea4696e060,210f17272b270e4d,
dataset/test/glioma/Te-glTr_0004.jpg,glioma,glioma,0,train,c35734545021ab5a4f55fb87e08732e26fb16abe8879271d19dba53a92473006,0d173b2b4f170f4d,
dataset/test/glioma/Te-glTr_0008.jpg,glioma,glioma,0,train,d5c72e60e4f6440cef201bc25351d3894143569cf7fcb20992c3f62a263a31c2,0d0f170b2f17070f,
dataset/test/glioma/Te-glTr_0009.jpg,glioma,glioma,0,train,ee07fcfa84fe2e1a6e4cffd174d4c33b72ce830c36839667ca952ca995073745,0d0f17271b2b0f0f,
dataset/test/glioma/Te-gl_0010.jpg,glioma,glioma,0,train,a99b7a1c0a8281a6bc844d3cb7a3581458fb37fd5b7af7279c5e201e89f03c60,4d16372d2d3b0f4c,
dataset/test/glioma/Te-gl_0011.jpg,glioma,glioma,0,train,2582dc2998a76c37ca78d3f82baace12065ffd1fa72c2e4864d756d30bd4eef7,0607132b1f1b0e49,
dataset/test/glioma/Te-gl_0012.jpg,glioma,glioma,0,train,d3919a620ad5aee91a2f2991fcb5c4c6d21fc30aafca09cc8e9768bc0dc10f28,0d17170b0f2b1f0d,
dataset/test/glioma/Te-gl_0013.jpg,glioma,glioma,0,train,008f7fea9cbb6d61aa406db657479bf8437355ffff3b894a807c8d7b81d7e628,290f0e0b0f0f0e4d,
dataset/test/glioma/Te-gl_0014.jpg,glioma,glioma,0,train,6864a3e2f7406bdef32f33aecfeeb19b0a5fe0ac92a6f7b09be01c2ddc255278,090f0e1f170f0f4d,
dataset/test/glioma/Te-gl_0015.jpg,glioma,glioma,0,train,2d33e035b533d94e310dce9c7925ede0fc88b85796079304e3da37a2e9ce0326,0e17332b2f2b0f4d,
dataset/test/glioma/Te-gl_0016.jpg,glioma,glioma,0,train,085a411f8f51f72f45fb4f3452e62a43e31c74bbcfe5404bff529ebfe0218e59,4d0623231f2b0e0d,
dataset/test/glioma/Te-gl_0017.jpg,glioma,glioma,0,train,8faa1956f6c3e58ca9911d98e453692128bb99c49abb2216ede151e46b1c631b,234d07232b2b0e4d,
dataset/test/glioma/Te-gl_0018.jpg,glioma,glioma,0,train,a34ca7ca37c4cf5832f566fa434d8f37183b4e828b28b2141ff9d921ec843a1a,0d0717232b331f0d,
dataset/test/glioma/Te-gl_0021.jpg,glioma,glioma,0,train,91e2aee97ba4249a173a8da29709dda1a74b525eb4d973ab4526bed1a953beff,4c0733170f2b1f0d,
dataset/test/glioma/Te-gl_0022.jpg,glioma,glioma,0,train,fdba94b356e4831716f85a4908bec395a0c8e52d785d042e52ef332fd708fd0f,0d170b1f27370e4d,
dataset/test/glioma/Te-gl_0024.jpg,glioma,glioma,0,train,192cb19f45e0c2f320174ae32077f828514d07d101a3042b1064776e6bc28cd6,09071717170b0f2d,
dataset/test/glioma/Te-gl_0025.jpg,glioma,glioma,0,train,84c83365ba5787cf071768ffc8ab37780e46572b4626e98c24a0af0e02235a8a,0d1e371b0b3f0e49,
dataset/test/glioma/Te-gl_0026.jpg,glioma,glioma,0,train,7f213584ba4c3105cd350c1c223cff315928f31c065ed7de457aa6e201e591c3,0f172b1f0f3f0e4d,
dataset/test/glioma/Te-gl_0027.jpg,glioma,glioma,0,train,328489dd932b3466be21ef4db70071954fbbe99ca52a0d98dc3b9bb954e4356d,0d163f332b3f0e4d,
dataset/test/glioma/Te-gl_0028.jpg,glioma,glioma,0,train,4c5c0925010c5b236a21c7e93e3f2e5725e6e90f516cdbb2873f43f7f9c7eedf,0f07071f17170f4d,
dataset/test/glioma/Te-gl_0029.jpg,glioma,glioma,0,train,192cb19f45e0c2f320174ae32077f828514d07d101a3042b1064776e6bc28cd6,09071717170b0f2d,
dataset/test/glioma/Te-gl_0030.jpg,glioma,glioma,0,train,e8185b8e2b5265a6b98b4c45eceda250fa0ba2e8be9641265c721d236a3b7f1d,4c072b2727170f68,
dataset/test/glioma/Te-gl_0031.jpg,glioma,glioma,0,train,63b32a97756de602d40a8d4ce936af773f0ebb50c68de982d5ac84cc940a3b53,4d172b2f2f3b174d,
dataset/test/glioma/Te-gl_0032.jpg,glioma,glioma,0,train,88b07fe2565f4311da77f265199458f7496fbff6d46d85741a5d4842800d828b,4d060f372b2b0f4d,
dataset/test/glioma/Te-gl_0033.jpg,glioma,glioma,0,train,e41a038d3be002107164bd5dac29c770784913a733d895a9c9a03dc32f113078,0d0e2f17072f0e4d,
dataset/test/glioma/Te-gl_0034.jpg,glioma,glioma,0,train,1b3346358d6b031bb4f685cf40826246e02487627ffdceb23091274333cd4e2e,0d0e0f0f2f2f0e4d,
dataset/test/glioma/Te-gl_0035.jpg,glioma,glioma,0,train,77e9b3e882c6f0f8ac024c33dd50f0903cc907ce96a9b2150fd03c11b98a19d1,4e070b2b1b230e4d,
dataset/test/glioma/Te-gl_0036.jpg,glioma,glioma,0,train,6674e11f2138d476e985e5ab20b8550b049c9bc205341a753a500ac2d420321e,8e0b37170f171f1f,
dataset/test/glioma/Te-gl_0037.jpg,glioma,glioma,0,train,bbafd834ec74fa3ee1962ca292dfc276e4bfa35e1dcab21f00dccd96d2f44420,0e07171713130f1b,
dataset/test/glioma/Te-gl_0038.jpg,glioma,glioma,0,train,451cac5ad16e74c6c11d640709f3a363726eeebeae98d0e13084b379b3fc37fa,0e331b174b57171f,
dataset/test/glioma/Te-gl_0039.jpg,glioma,glioma,0,train,b91a7eb896b9ce5bb93d1cc26673d038fdcb99451ed376cc4028a97e500af127,4d0f1b1b331b2b16,
dataset/test/glioma/Te-gl_0040.jpg,glioma,glioma,0,train,d784375a34e6682f04ca096ef6c93e26911bac6f5923e8d5afd1c0b394e0d357,610f170b0f0f1313,
dataset/test/glioma/Te-gl_0041.jpg,glioma,glioma,0,train,de35e5ddd6d87fdab88173a4a679df971caf213c1cbbda123d340cb49306def0,610f0f2f0f2f1797,
dataset/test/glioma/Te-gl_0042.jpg,glioma,glioma,0,train,c1371cb4c85214082d5b9220b1538b3e7eff0051e085cb325ab4c05149517d36,4c0e1b0f2b13179e,
dataset/test/glioma/Te-gl_0043.jpg,glioma,glioma,0,train,0de951286256834bd2ddc4e26fe9795265fc200a9f7c85af3fc707eb0bfc8803,410f232b2b0f4d60,
dataset/test/glioma/Te-gl_0044.jpg,glioma,glioma,0,train,989de8b8b3ba83496e5ae82b259a88ded06a9c3eb6f661222ec53835cf8c1adf,4d0f17172f17071f,
dataset/test/glioma/Te-gl_0045.jpg,glioma,glioma,0,train,7a25c9ff1ef14561ea1cd8c1cc7597ae2d9210b42f2fe1ac5a289e236f3bfcd1,4c073317372f371e,
